Pcode_Ad_4,Pcode_Ad_3,Pcode_Ad_2,Pcode_Ad_1,Type_Name,Objectid,Codec,Number,Admin1_Nam,Admin2_Nam,Admin3_Nam,Admin4_Nam,Lon_X,Lat_Y
MLI00100117016,MLI00100117,MLI001001,MLI001,Village,1225,11034141,187,KAYES,KAYES,KOUSSANE,Daba 2,-11.300906,15.269615
MLI00100117017,MLI00100117,MLI001001,MLI001,Village,1226,11034176,188,KAYES,KAYES,KOUSSANE,Daro,-11.082361,15.270095
MLI00100117018,MLI00100117,MLI001001,MLI001,Village,1227,11034211,189,KAYES,KAYES,KOUSSANE,Debo,-11.317256,15.464233
MLI00100117019,MLI00100117,MLI001001,MLI001,Village,1228,11034246,190,KAYES,KAYES,KOUSSANE,El Geleita,-11.191219,15.375935
MLI00100117020,MLI00100117,MLI001001,MLI001,Village,1229,11034281,191,KAYES,KAYES,KOUSSANE,El Kabra,-11.074981,15.199409
MLI00100117021,MLI00100117,MLI001001,MLI001,Village,1230,11034316,192,KAYES,KAYES,KOUSSANE,Falaya,-11.210748,14.733995
MLI00100117022,MLI00100117,MLI001001,MLI001,Village,1231,11034351,193,KAYES,KAYES,KOUSSANE,Hamon,-11.268197,15.072057
MLI00100117023,MLI00100117,MLI001001,MLI001,Village,1232,11034386,194,KAYES,KAYES,KOUSSANE,Koussane,-11.238327,14.881019
MLI00100117024,MLI00100117,MLI001001,MLI001,Village,1233,11034421,195,KAYES,KAYES,KOUSSANE,Legue Nibe,-11.189929,15.300838
MLI00100117025,MLI00100117,MLI001001,MLI001,Village,1234,11034456,196,KAYES,KAYES,KOUSSANE,Modji,-11.103490,14.876578
MLI00100117026,MLI00100117,MLI001001,MLI001,Village,1235,11034491,197,KAYES,KAYES,KOUSSANE,Monobak Maure,-11.303456,15.023722
MLI00100117027,MLI00100117,MLI001001,MLI001,Village,1236,11034526,198,KAYES,KAYES,KOUSSANE,Monobak-sarakole,-11.312196,15.016011
MLI00100117028,MLI00100117,MLI001001,MLI001,Village,1237,11034561,199,KAYES,KAYES,KOUSSANE,Moudiour 1,-11.380964,15.152964
MLI00100117029,MLI00100117,MLI001001,MLI001,Village,1238,11034596,200,KAYES,KAYES,KOUSSANE,Moudiour-2,-11.354545,15.160545
MLI00100117030,MLI00100117,MLI001001,MLI001,Village,1239,11034631,201,KAYES,KAYES,KOUSSANE,Moudiour-3,-11.351175,15.160785
MLI00100117031,MLI00100117,MLI001001,MLI001,Village,1240,11034631,202,KAYES,KAYES,KOUSSANE,Nackle,-11.301456,15.178917
MLI00100117032,MLI00100117,MLI001001,MLI001,Village,1241,11034666,203,KAYES,KAYES,KOUSSANE,Moussala,-11.442823,15.121961
MLI00100117000,MLI00100117,MLI001001,MLI001,Chef-lieu Commune,52,,204,KAYES,KAYES,KOUSSANE,Koussane,-11.238327,14.881019
MLI00100118001,MLI00100118,MLI001001,MLI001,Village,1242,11037001,205,KAYES,KAYES,LIBERTE DEMBAYA,Allahina,-11.512021,14.474890
MLI00100118002,MLI00100118,MLI001001,MLI001,Village,1243,11037063,206,KAYES,KAYES,LIBERTE DEMBAYA,Banankabougou,-11.549070,14.391482
MLI00100118003,MLI00100118,MLI001001,MLI001,Village,1244,11037125,207,KAYES,KAYES,LIBERTE DEMBAYA,Banzana,-11.496271,14.420545
MLI00100118004,MLI00100118,MLI001001,MLI001,Village,1245,11037187,208,KAYES,KAYES,LIBERTE DEMBAYA,Bongourou,-11.505421,14.475250
MLI00100118005,MLI00100118,MLI001001,MLI001,Village,1246,11037249,209,KAYES,KAYES,LIBERTE DEMBAYA,Diala Banlieu,-11.490841,14.461669
MLI00100118006,MLI00100118,MLI001001,MLI001,Village,1247,11037311,210,KAYES,KAYES,LIBERTE DEMBAYA,Gaima,-11.402103,14.426625
MLI00100118007,MLI00100118,MLI001001,MLI001,Village,1248,11037373,211,KAYES,KAYES,LIBERTE DEMBAYA,Goundiourou,-11.437862,14.399203
MLI00100118008,MLI00100118,MLI001001,MLI001,Village,1249,11037373,212,KAYES,KAYES,LIBERTE DEMBAYA,Diakha,-11.430193,14.395232
MLI00100118009,MLI00100118,MLI001001,MLI001,Village,1250,11037373,213,KAYES,KAYES,LIBERTE DEMBAYA,Monzana,-11.451602,14.389782
MLI00100118010,MLI00100118,MLI001001,MLI001,Village,1251,11037435,214,KAYES,KAYES,LIBERTE DEMBAYA,Kamankolle,-11.473742,14.450608
MLI00100118011,MLI00100118,MLI001001,MLI001,Village,1252,11037497,215,KAYES,KAYES,LIBERTE DEMBAYA,Keniekolle,-11.460162,14.379251
MLI00100118012,MLI00100118,MLI001001,MLI001,Village,1253,11037497,216,KAYES,KAYES,LIBERTE DEMBAYA,Kenienina,-11.460952,14.386611
MLI00100118013,MLI00100118,MLI001001,MLI001,Village,1254,11037497,217,KAYES,KAYES,LIBERTE DEMBAYA,Monzona (hameau De Do,-11.491601,14.389782
MLI00100118014,MLI00100118,MLI001001,MLI001,Village,1255,11037559,218,KAYES,KAYES,LIBERTE DEMBAYA,Kobada Banlieu,-11.489141,14.330386
MLI00100118015,MLI00100118,MLI001001,MLI001,Village,1256,11037559,219,KAYES,KAYES,LIBERTE DEMBAYA,N'thi Traorela,-11.471602,14.367840
MLI00100118016,MLI00100118,MLI001001,MLI001,Village,1257,11037559,220,KAYES,KAYES,LIBERTE DEMBAYA,Sirila,-11.472981,14.357519
MLI00100118017,MLI00100118,MLI001001,MLI001,Village,1258,11037621,221,KAYES,KAYES,LIBERTE DEMBAYA,Kobada Medine,-11.477031,14.356629
MLI00100118018,MLI00100118,MLI001001,MLI001,Village,1259,11037621,222,KAYES,KAYES,LIBERTE DEMBAYA,Alassanila,-11.486021,14.340357
MLI00100118019,MLI00100118,MLI001001,MLI001,Village,1260,11037621,223,KAYES,KAYES,LIBERTE DEMBAYA,Wasseloukounda,-11.485471,14.343697
MLI00100118020,MLI00100118,MLI001001,MLI001,Village,1261,11037683,224,KAYES,KAYES,LIBERTE DEMBAYA,Konimbabougou,-11.592429,14.354098
MLI00100118021,MLI00100118,MLI001001,MLI001,Village,1262,11037683,225,KAYES,KAYES,LIBERTE DEMBAYA,Tabakoradi,-11.558260,14.327536
MLI00100118022,MLI00100118,MLI001001,MLI001,Village,1263,11037745,226,KAYES,KAYES,LIBERTE DEMBAYA,Koumbamadiya,-11.423263,14.395522
MLI00100118023,MLI00100118,MLI001001,MLI001,Village,1264,11037807,227,KAYES,KAYES,LIBERTE DEMBAYA,Papara,-11.420173,14.407754
MLI00100118024,MLI00100118,MLI001001,MLI001,Village,1265,11037869,228,KAYES,KAYES,LIBERTE DEMBAYA,Sala Bougou,-11.514851,14.394862
MLI00100118025,MLI00100118,MLI001001,MLI001,Village,1266,11037931,229,KAYES,KAYES,LIBERTE DEMBAYA,Sebetou,-11.515931,14.319115
MLI00100118026,MLI00100118,MLI001001,MLI001,Village,1267,11037931,230,KAYES,KAYES,LIBERTE DEMBAYA,Binteguela,-11.533330,14.303043
MLI00100118000,MLI00100118,MLI001001,MLI001,Chef-lieu Commune,958,,231,KAYES,KAYES,LIBERTE DEMBAYA,Diala-Banlieu,-11.490833,14.465000
MLI00100119001,MLI00100119,MLI001001,MLI001,Village,1287,11040881,232,KAYES,KAYES,LOGO,Sambaga,-11.310885,14.280622
MLI00100119002,MLI00100119,MLI001001,MLI001,Village,1288,11040936,233,KAYES,KAYES,LOGO,Tintiba,-11.331894,14.276341
MLI00100119003,MLI00100119,MLI001001,MLI001,Village,1289,11040936,234,KAYES,KAYES,LOGO,Sitahoro,-11.349344,14.241998
MLI00100119004,MLI00100119,MLI001001,MLI001,Village,1268,11040001,235,KAYES,KAYES,LOGO,Bankani,-11.286615,14.335747
MLI00100119005,MLI00100119,MLI001001,MLI001,Village,1269,11040056,236,KAYES,KAYES,LOGO,Dembagnouma,-11.295785,14.341277
MLI00100119006,MLI00100119,MLI001001,MLI001,Village,1270,11040111,237,KAYES,KAYES,LOGO,Dinguiriya-logo,-11.247356,14.174832
MLI00100119007,MLI00100119,MLI001001,MLI001,Village,1271,11040166,238,KAYES,KAYES,LOGO,Djemekon,-11.253846,14.298193
MLI00100119008,MLI00100119,MLI001001,MLI001,Village,1272,11040221,239,KAYES,KAYES,LOGO,Fanguine Koto,-11.255246,14.242218
MLI00100119009,MLI00100119,MLI001001,MLI001,Village,1273,11040276,240,KAYES,KAYES,LOGO,Fanguine Kouta,-11.251446,14.233877
MLI00100119010,MLI00100119,MLI001001,MLI001,Village,1274,11040331,241,KAYES,KAYES,LOGO,Kakoulou,-11.266356,14.280372
MLI00100119011,MLI00100119,MLI001001,MLI001,Village,1275,11040386,242,KAYES,KAYES,LOGO,Karaya,-11.242806,14.407734
MLI00100119012,MLI00100119,MLI001001,MLI001,Village,1276,11040441,243,KAYES,KAYES,LOGO,Kerouwane,-11.264756,14.323166
MLI00100119013,MLI00100119,MLI001001,MLI001,Village,1277,11040441,244,KAYES,KAYES,LOGO,Biroumou,-11.145928,14.334717
MLI00100119014,MLI00100119,MLI001001,MLI001,Village,1278,11040441,245,KAYES,KAYES,LOGO,Niagne,-11.204407,14.368300
MLI00100119015,MLI00100119,MLI001001,MLI001,Village,1279,11040496,246,KAYES,KAYES,LOGO,Lakafia,-11.292225,14.326476
MLI00100119016,MLI00100119,MLI001001,MLI001,Village,1280,11040551,247,KAYES,KAYES,LOGO,Maloum,-11.244666,14.224616
MLI00100119017,MLI00100119,MLI001001,MLI001,Village,1281,11040606,248,KAYES,KAYES,LOGO,Marena,-11.286165,14.338807
MLI00100119018,MLI00100119,MLI001001,MLI001,Village,1282,11040661,249,KAYES,KAYES,LOGO,Marintourou,-11.292295,14.328556
MLI00100119019,MLI00100119,MLI001001,MLI001,Village,1283,11040716,250,KAYES,KAYES,LOGO,Modinkare,-11.272896,14.321756
MLI00100119020,MLI00100119,MLI001001,MLI001,Village,1284,11040771,251,KAYES,KAYES,LOGO,Moussa Waguiya,-11.294475,14.328486
MLI00100119021,MLI00100119,MLI001001,MLI001,Village,1285,11040771,252,KAYES,KAYES,LOGO,Farakotossov,-11.304815,14.332997
MLI00100119022,MLI00100119,MLI001001,MLI001,Village,1286,11040826,253,KAYES,KAYES,LOGO,Sabougoucire Logo,-11.277526,14.314635
MLI00100119000,MLI00100119,MLI001001,MLI001,Chef-lieu Commune,51,,254,KAYES,KAYES,LOGO,Kakoula,-11.266356,14.280372
MLI00100120001,MLI00100120,MLI001001,MLI001,Village,1290,11043001,255,KAYES,KAYES,MARENA DIOMBOUGOU,Banaya,-11.148889,14.526545
MLI00100120002,MLI00100120,MLI001001,MLI001,Village,1291,11043125,256,KAYES,KAYES,MARENA DIOMBOUGOU,Diataya,-11.026681,14.596822
MLI00100120003,MLI00100120,MLI001001,MLI001,Village,1292,11043249,257,KAYES,KAYES,MARENA DIOMBOUGOU,Madina Kouta,-11.024541,14.569949
MLI00100120004,MLI00100120,MLI001001,MLI001,Village,1293,11043373,258,KAYES,KAYES,MARENA DIOMBOUGOU,Marena Diombougou,-11.044461,14.564799
MLI00100120005,MLI00100120,MLI001001,MLI001,Village,1294,11043497,259,KAYES,KAYES,MARENA DIOMBOUGOU,Mogoyafara,-11.103080,14.562679
MLI00100120006,MLI00100120,MLI001001,MLI001,Village,1295,11043621,260,KAYES,KAYES,MARENA DIOMBOUGOU,Niamiga,-11.170628,14.510183
MLI00100120007,MLI00100120,MLI001001,MLI001,Village,1296,11043745,261,KAYES,KAYES,MARENA DIOMBOUGOU,Saboucire Sambala,-11.095350,14.539006
MLI00100120008,MLI00100120,MLI001001,MLI001,Village,1297,11043869,262,KAYES,KAYES,MARENA DIOMBOUGOU,Salamou,-11.046771,14.623384
MLI00100120000,MLI00100120,MLI001001,MLI001,Chef-lieu Commune,495,,263,KAYES,KAYES,MARENA DIOMBOUGOU,Marena Diombougou,-11.043056,14.566944
MLI00100121001,MLI00100121,MLI001001,MLI001,Village,1298,11046001,264,KAYES,KAYES,MARINTOUMANIA,Gourel-samba,-10.861235,14.589191
MLI00100121002,MLI00100121,MLI001001,MLI001,Village,1299,11046100,265,KAYES,KAYES,MARINTOUMANIA,Hamdallaye,-10.929994,14.701572
MLI00100121003,MLI00100121,MLI001001,MLI001,Village,1300,11046199,266,KAYES,KAYES,MARINTOUMANIA,Koulouni Toucouleur,-10.935263,14.715493
MLI00100121004,MLI00100121,MLI001001,MLI001,Village,1301,11046298,267,KAYES,KAYES,MARINTOUMANIA,Koumbine,-10.888994,14.541327
MLI00100121005,MLI00100121,MLI001001,MLI001,Village,1302,11046298,268,KAYES,KAYES,MARINTOUMANIA,Sadioya,-10.914834,14.524985
MLI00100121006,MLI00100121,MLI001001,MLI001,Village,1303,11046397,269,KAYES,KAYES,MARINTOUMANIA,Marela,-10.866715,14.614354
MLI00100121007,MLI00100121,MLI001001,MLI001,Village,1304,11046496,270,KAYES,KAYES,MARINTOUMANIA,Marintoumania,-10.865505,14.579690
MLI00100121008,MLI00100121,MLI001001,MLI001,Village,1305,11046595,271,KAYES,KAYES,MARINTOUMANIA,Oualila,-10.821986,14.571420
MLI00100121009,MLI00100121,MLI001001,MLI001,Village,1306,11046595,272,KAYES,KAYES,MARINTOUMANIA,Manta,-10.815546,14.525855
MLI00100121010,MLI00100121,MLI001001,MLI001,Village,1307,11046694,273,KAYES,KAYES,MARINTOUMANIA,Oussoubidiadian,-10.875285,14.552598
MLI00100121011,MLI00100121,MLI001001,MLI001,Village,1308,11046793,274,KAYES,KAYES,MARINTOUMANIA,Sabousire Madigata,-10.910264,14.711633
MLI00100121012,MLI00100121,MLI001001,MLI001,Village,1309,11046892,275,KAYES,KAYES,MARINTOUMANIA,Tintila,-10.850875,14.565639
MLI00100121000,MLI00100121,MLI001001,MLI001,Chef-lieu Commune,494,,276,KAYES,KAYES,MARINTOUMANIA,Maritoumania,-10.865000,14.582500
MLI00100122001,MLI00100122,MLI001001,MLI001,Village,1310,11049999,277,KAYES,KAYES,SADIOLA,Efe Djiguibala,-11.529170,14.161470
MLI00100122002,MLI00100122,MLI001001,MLI001,Village,1311,11049998,278,KAYES,KAYES,SADIOLA,Koungodian,-11.713396,14.196423
MLI00100122003,MLI00100122,MLI001001,MLI001,Village,1312,11049001,279,KAYES,KAYES,SADIOLA,Alamoutala,-11.745235,13.999285
MLI00100122004,MLI00100122,MLI001001,MLI001,Village,1313,11049022,280,KAYES,KAYES,SADIOLA,Babaha Hamdalaye Oulouma,-11.595069,14.194973
MLI00100122005,MLI00100122,MLI001001,MLI001,Village,1314,11049064,281,KAYES,KAYES,SADIOLA,Bembokoto,-11.762815,13.861741
MLI00100122006,MLI00100122,MLI001001,MLI001,Village,1315,11049085,282,KAYES,KAYES,SADIOLA,Bendougou,-11.634928,14.159300
MLI00100122007,MLI00100122,MLI001001,MLI001,Village,1316,11049106,283,KAYES,KAYES,SADIOLA,Bountoum,-12.033259,13.646441
MLI00100122008,MLI00100122,MLI001001,MLI001,Village,1317,11049106,284,KAYES,KAYES,SADIOLA,Babaya,-12.013609,13.607867
MLI00100122009,MLI00100122,MLI001001,MLI001,Village,1318,11049106,285,KAYES,KAYES,SADIOLA,Ouyaga,-11.996249,13.568203
MLI00100122010,MLI00100122,MLI001001,MLI001,Village,1319,11049127,286,KAYES,KAYES,SADIOLA,Bremassou,-11.868003,13.900145
MLI00100122011,MLI00100122,MLI001001,MLI001,Village,1320,11049127,287,KAYES,KAYES,SADIOLA,Tambawaka,-11.866103,13.884603
MLI00100122012,MLI00100122,MLI001001,MLI001,Village,1321,11049148,288,KAYES,KAYES,SADIOLA,Bronkone,-11.705216,13.873763
MLI00100122013,MLI00100122,MLI001001,MLI001,Village,1322,11049169,289,KAYES,KAYES,SADIOLA,Dar-salam-oulouma,-11.576269,14.154259
MLI00100122014,MLI00100122,MLI001001,MLI001,Village,1323,11049190,290,KAYES,KAYES,SADIOLA,Dialakoto,-11.753665,13.865242
MLI00100122015,MLI00100122,MLI001001,MLI001,Village,1324,11049211,291,KAYES,KAYES,SADIOLA,Diangounte,-11.843903,13.681564
MLI00100122016,MLI00100122,MLI001001,MLI001,Village,1325,11049232,292,KAYES,KAYES,SADIOLA,Djinguilou,-11.738306,14.987598
MLI00100122017,MLI00100122,MLI001001,MLI001,Village,1326,11049253,293,KAYES,KAYES,SADIOLA,Djirola,-11.547329,13.838839
MLI00100122018,MLI00100122,MLI001001,MLI001,Village,1327,11049253,294,KAYES,KAYES,SADIOLA,Oualam,-11.515820,13.795285
MLI00100122019,MLI00100122,MLI001001,MLI001,Village,1328,11049274,295,KAYES,KAYES,SADIOLA,Farabacouta,-11.681447,13.910856
MLI00100122020,MLI00100122,MLI001001,MLI001,Village,1329,11049295,296,KAYES,KAYES,SADIOLA,Farabana,-11.914772,14.177811
MLI00100122021,MLI00100122,MLI001001,MLI001,Village,1330,11049295,297,KAYES,KAYES,SADIOLA,Mouletake,-11.868343,14.129067
MLI00100122022,MLI00100122,MLI001001,MLI001,Village,1331,11049316,298,KAYES,KAYES,SADIOLA,Farassouma,-11.606309,14.229366
MLI00100122023,MLI00100122,MLI001001,MLI001,Village,1332,11049337,299,KAYES,KAYES,SADIOLA,Kakadian,-11.840673,13.831918
MLI00100122024,MLI00100122,MLI001001,MLI001,Village,1333,11049352,300,KAYES,KAYES,SADIOLA,Barakounda,-11.834883,13.816087
MLI00100122025,MLI00100122,MLI001001,MLI001,Village,1334,11049352,301,KAYES,KAYES,SADIOLA,Sourokoto,-11.864853,13.869212
MLI00100122026,MLI00100122,MLI001001,MLI001,Village,1335,11049358,302,KAYES,KAYES,SADIOLA,Kantela,-11.598758,13.781134
MLI00100122027,MLI00100122,MLI001001,MLI001,Village,1336,11049379,303,KAYES,KAYES,SADIOLA,Kenieba,-11.731005,13.688945
MLI00100122028,MLI00100122,MLI001001,MLI001,Village,1337,11049400,304,KAYES,KAYES,SADIOLA,Kerekoto,-11.784074,13.552942
MLI00100122029,MLI00100122,MLI001001,MLI001,Village,1338,11049421,305,KAYES,KAYES,SADIOLA,Koborotossou,-11.637977,13.704937
MLI00100122030,MLI00100122,MLI001001,MLI001,Village,1339,11049421,306,KAYES,KAYES,SADIOLA,Guemou,-11.644277,13.681925
MLI00100122031,MLI00100122,MLI001001,MLI001,Village,1340,11049442,307,KAYES,KAYES,SADIOLA,Korindji,-11.781034,13.932968
MLI00100122032,MLI00100122,MLI001001,MLI001,Village,1341,11049463,308,KAYES,KAYES,SADIOLA,Koropoto,-11.649117,13.758472
MLI00100122033,MLI00100122,MLI001001,MLI001,Village,1342,11049484,309,KAYES,KAYES,SADIOLA,Koundediou,-11.721725,13.635030
MLI00100122034,MLI00100122,MLI001001,MLI001,Village,1343,11049505,310,KAYES,KAYES,SADIOLA,Kroukoto,-11.736595,14.046849
MLI00100122035,MLI00100122,MLI001001,MLI001,Village,1344,11049508,311,KAYES,KAYES,SADIOLA,Gnagoulana,-11.753635,14.076112
MLI00100122036,MLI00100122,MLI001001,MLI001,Village,1345,11049508,312,KAYES,KAYES,SADIOLA,Mouletake,-11.868343,14.129067
MLI00100122037,MLI00100122,MLI001001,MLI001,Village,1346,11049526,313,KAYES,KAYES,SADIOLA,Madina,-11.648327,13.956401
MLI00100122038,MLI00100122,MLI001001,MLI001,Village,1347,11049547,314,KAYES,KAYES,SADIOLA,Mandankoto,-11.588288,13.758672
MLI00100122039,MLI00100122,MLI001001,MLI001,Village,1348,11049547,315,KAYES,KAYES,SADIOLA,Kata,-11.495690,13.736870
MLI00100122040,MLI00100122,MLI001001,MLI001,Village,1349,11049547,316,KAYES,KAYES,SADIOLA,Wanyande(miate,-11.577069,13.691695
MLI00100122041,MLI00100122,MLI001001,MLI001,Village,1350,11049568,317,KAYES,KAYES,SADIOLA,Mantallabougou,-11.657947,14.160390
MLI00100122042,MLI00100122,MLI001001,MLI001,Village,1351,11049610,318,KAYES,KAYES,SADIOLA,Moussakontela,-11.623738,14.270050
MLI00100122043,MLI00100122,MLI001001,MLI001,Village,1352,11049610,319,KAYES,KAYES,SADIOLA,Souraka Ou Gourakabou,-11.688837,14.290582
MLI00100122044,MLI00100122,MLI001001,MLI001,Village,1353,11049652,320,KAYES,KAYES,SADIOLA,Niodjikourou,-11.806634,13.895325
MLI00100122045,MLI00100122,MLI001001,MLI001,Village,1354,11049673,321,KAYES,KAYES,SADIOLA,Saboucire,-11.872442,13.552022
MLI00100122046,MLI00100122,MLI001001,MLI001,Village,1355,11049694,322,KAYES,KAYES,SADIOLA,Sadiola-neteko,-11.690456,13.890044
MLI00100122047,MLI00100122,MLI001001,MLI001,Village,1356,11049694,323,KAYES,KAYES,SADIOLA,Neteko,-11.701296,13.906506
MLI00100122048,MLI00100122,MLI001001,MLI001,Village,1357,11049715,324,KAYES,KAYES,SADIOLA,Samanafoulou,-11.872932,13.794175
MLI00100122049,MLI00100122,MLI001001,MLI001,Village,1358,11049715,325,KAYES,KAYES,SADIOLA,Boukoutinti,-11.877612,13.785834
MLI00100122050,MLI00100122,MLI001001,MLI001,Village,1359,11049736,326,KAYES,KAYES,SADIOLA,Sangafara,-11.671427,14.089793
MLI00100122051,MLI00100122,MLI001001,MLI001,Village,1360,11049757,327,KAYES,KAYES,SADIOLA,Sekokoto,-11.570259,13.868622
MLI00100122052,MLI00100122,MLI001001,MLI001,Village,1361,11049778,328,KAYES,KAYES,SADIOLA,Sirimana,-11.664987,13.945779
MLI00100122053,MLI00100122,MLI001001,MLI001,Village,1362,11049799,329,KAYES,KAYES,SADIOLA,Sokourani,-11.684717,14.214385
MLI00100122054,MLI00100122,MLI001001,MLI001,Village,1363,11049820,330,KAYES,KAYES,SADIOLA,Tabako,-11.527020,13.799386
MLI00100122055,MLI00100122,MLI001001,MLI001,Village,1364,11049841,331,KAYES,KAYES,SADIOLA,Tabakoto,-11.630608,13.835139
MLI00100122056,MLI00100122,MLI001001,MLI001,Village,1365,11049841,332,KAYES,KAYES,SADIOLA,Bassai,-11.558349,13.850531
MLI00100122057,MLI00100122,MLI001001,MLI001,Village,1366,11049862,333,KAYES,KAYES,SADIOLA,Tintiba,-11.561459,13.809697
MLI00100122058,MLI00100122,MLI001001,MLI001,Village,1367,11049883,334,KAYES,KAYES,SADIOLA,Tounboumba,-12.003509,13.678504
MLI00100122059,MLI00100122,MLI001001,MLI001,Village,1368,11049904,335,KAYES,KAYES,SADIOLA,Yahena,-11.786344,13.939749
MLI00100122060,MLI00100122,MLI001001,MLI001,Village,1369,11049925,336,KAYES,KAYES,SADIOLA,Yattela,-11.791954,14.096204
MLI00100122061,MLI00100122,MLI001001,MLI001,Village,1370,11049925,337,KAYES,KAYES,SADIOLA,Mouletake,-11.868343,14.129067
MLI00100122062,MLI00100122,MLI001001,MLI001,Village,1371,11049946,338,KAYES,KAYES,SADIOLA,Yiribabougou,-11.661198,14.797360
MLI00100122000,MLI00100122,MLI001001,MLI001,Chef-lieu Commune,49,,339,KAYES,KAYES,SADIOLA,Sadiola,-11.690456,13.890044
MLI00100123001,MLI00100123,MLI001001,MLI001,Village,1372,11052001,340,KAYES,KAYES,SAHEL,Bafarara,-11.473413,15.374555
MLI00100123002,MLI00100123,MLI001001,MLI001,Village,1373,11052167,341,KAYES,KAYES,SAHEL,Bilikoite,-11.590490,15.537250
MLI00100123003,MLI00100123,MLI001001,MLI001,Village,1374,11052167,342,KAYES,KAYES,SAHEL,Kadiomo,-11.620580,15.519528
MLI00100123004,MLI00100123,MLI001001,MLI001,Village,1375,11052333,343,KAYES,KAYES,SAHEL,Nagara,-11.608920,15.368354
MLI00100123005,MLI00100123,MLI001001,MLI001,Village,1376,11052499,344,KAYES,KAYES,SAHEL,Selifely,-11.710368,15.476844
MLI00100123006,MLI00100123,MLI001001,MLI001,Village,1377,11052665,345,KAYES,KAYES,SAHEL,Seounde,-11.510442,15.503817
MLI00100123007,MLI00100123,MLI001001,MLI001,Village,1378,11052665,346,KAYES,KAYES,SAHEL,Amede,-11.498162,15.471114
MLI00100123008,MLI00100123,MLI001001,MLI001,Village,1379,11052665,347,KAYES,KAYES,SAHEL,Dimayeda,-11.513302,15.538330
MLI00100123009,MLI00100123,MLI001001,MLI001,Village,1380,11052665,348,KAYES,KAYES,SAHEL,Kidare,-11.461143,15.535200
MLI00100123010,MLI00100123,MLI001001,MLI001,Village,1381,11052665,349,KAYES,KAYES,SAHEL,Meilime,-11.489153,15.533480
MLI00100123011,MLI00100123,MLI001001,MLI001,Village,1382,11052831,350,KAYES,KAYES,SAHEL,Tafara,-11.416674,15.621968
MLI00100123000,MLI00100123,MLI001001,MLI001,Chef-lieu Commune,46,,351,KAYES,KAYES,SAHEL,Bafarara,-11.473413,15.374555
MLI00100124001,MLI00100124,MLI001001,MLI001,Village,1383,11055999,352,KAYES,KAYES,SAME DIONGOMA,Sinsekoura,-11.663788,14.452298
MLI00100124002,MLI00100124,MLI001001,MLI001,Village,1384,11055001,353,KAYES,KAYES,SAME DIONGOMA,Bada,-11.722496,14.424275
MLI00100124003,MLI00100124,MLI001001,MLI001,Village,1385,11055059,354,KAYES,KAYES,SAME DIONGOMA,Baldincarre,-11.693977,14.436506
MLI00100124004,MLI00100124,MLI001001,MLI001,Village,1386,11055117,355,KAYES,KAYES,SAME DIONGOMA,Darsalam Same,-11.539630,14.482840
MLI00100124005,MLI00100124,MLI001001,MLI001,Village,1387,11055175,356,KAYES,KAYES,SAME DIONGOMA,Darsalam Plantation,-11.541650,14.476000
MLI00100124006,MLI00100124,MLI001001,MLI001,Village,1388,11055233,357,KAYES,KAYES,SAME DIONGOMA,Diawarakounda,-11.561380,14.433426
MLI00100124007,MLI00100124,MLI001001,MLI001,Village,1389,11055291,358,KAYES,KAYES,SAME DIONGOMA,Djindie,-11.925542,14.308274
MLI00100124008,MLI00100124,MLI001001,MLI001,Village,1390,11055349,359,KAYES,KAYES,SAME DIONGOMA,Dogofili,-11.552260,14.440627
MLI00100124009,MLI00100124,MLI001001,MLI001,Village,1391,11055349,360,KAYES,KAYES,SAME DIONGOMA,Allakaguibougou,-11.561150,14.421885
MLI00100124010,MLI00100124,MLI001001,MLI001,Village,1392,11055407,361,KAYES,KAYES,SAME DIONGOMA,Gouka,-11.812014,14.331056
MLI00100124011,MLI00100124,MLI001001,MLI001,Village,1393,11055407,362,KAYES,KAYES,SAME DIONGOMA,Yasalam,-11.786885,14.276401
